confidence,detection Class,matched gt class,TP/FP,tp,fp,acc tp,acc fp,precesion,recall
0.96928847,car,car,TP,,,,,,
0.96221524,car,car,TP,,,,,,
0.9504558,car,car,TP,,,,,,
0.9400414,car,car,TP,,,,,,
0.9381817,car,car,TP,,,,,,
0.8151192,car,car,TP,,,,,,
0.68229973,car,None,FP,,,,,,
0.38604742,cyclist,None,FP,,,,,,
0.3801278,car,None,FP,,,,,,
0.9910155,car,car,TP,,,,,,
0.98371994,car,car,TP,,,,,,
0.9766476,car,car,TP,,,,,,
0.9644743,car,car,TP,,,,,,
0.9634628,car,car,TP,,,,,,
0.9567455,car,car,TP,,,,,,
0.9496842,car,car,TP,,,,,,
0.88620424,car,car,TP,,,,,,
0.75248307,car,car,TP,,,,,,
0.47777972,car,car,TP,,,,,,
0.9941818,car,car,TP,,,,,,
0.9817324,car,car,TP,,,,,,
0.9811234,car,car,TP,,,,,,
0.94898415,car,car,TP,,,,,,
0.91864,car,car,TP,,,,,,
0.9124605,car,car,TP,,,,,,
0.91185975,car,car,TP,,,,,,
0.9019352,car,car,TP,,,,,,
0.7065936,car,car,TP,,,,,,
0.4218106,car,None,FP,,,,,,
0.38517106,car,None,FP,,,,,,
0.2894344,car,None,FP,,,,,,
0.9908178,car,car,TP,,,,,,
0.9857728,car,car,TP,,,,,,
0.97604454,car,car,TP,,,,,,
0.9710216,car,car,TP,,,,,,
0.95600027,car,car,TP,,,,,,
0.94892746,car,car,TP,,,,,,
0.9456245,car,car,TP,,,,,,
0.9439356,car,car,TP,,,,,,
0.9037682,car,car,TP,,,,,,
0.448614,car,car,TP,,,,,,
0.3530162,car,None,FP,,,,,,
0.99612,car,car,TP,,,,,,
0.99115175,car,car,TP,,,,,,
0.97748965,car,car,TP,,,,,,
0.95343065,car,car,TP,,,,,,
0.919621,car,car,TP,,,,,,
0.90081316,car,car,TP,,,,,,
0.9005377,car,car,TP,,,,,,
0.8037094,car,car,TP,,,,,,
0.6381734,car,None,FP,,,,,,
0.5604153,car,car,TP,,,,,,
0.36536056,car,None,FP,,,,,,
0.99562126,car,car,TP,,,,,,
0.986185,car,car,TP,,,,,,
0.9730185,car,car,TP,,,,,,
0.9719558,car,car,TP,,,,,,
0.9718066,car,car,TP,,,,,,
0.9673049,car,car,TP,,,,,,
0.9637112,car,car,TP,,,,,,
0.95456845,car,car,TP,,,,,,
0.93520665,car,car,TP,,,,,,
0.6204918,car,None,FP,,,,,,
0.43646884,car,None,FP,,,,,,
0.9964043,car,car,TP,,,,,,
0.9909469,car,car,TP,,,,,,
0.99018,car,car,TP,,,,,,
0.9711061,car,car,TP,,,,,,
0.96816474,car,car,TP,,,,,,
0.9652253,car,car,TP,,,,,,
0.958099,car,car,TP,,,,,,
0.946772,car,car,TP,,,,,,
0.9388643,car,car,TP,,,,,,
0.933345,car,car,TP,,,,,,
0.82080865,car,car,TP,,,,,,
0.9967032,car,car,TP,,,,,,
0.9921033,car,car,TP,,,,,,
0.9730882,car,car,TP,,,,,,
0.9730218,car,car,TP,,,,,,
0.964369,car,car,TP,,,,,,
0.9607906,car,car,TP,,,,,,
0.9573959,car,car,TP,,,,,,
0.9184894,car,car,TP,,,,,,
0.90698546,car,car,TP,,,,,,
0.8976405,car,car,TP,,,,,,
0.8948949,car,car,TP,,,,,,
0.8132575,car,car,TP,,,,,,
0.7393853,car,None,FP,,,,,,
0.99031657,car,car,TP,,,,,,
0.98810416,car,car,TP,,,,,,
0.9786162,car,car,TP,,,,,,
0.97340626,car,car,TP,,,,,,
0.9629288,car,car,TP,,,,,,
0.961274,car,car,TP,,,,,,
0.9499369,car,car,TP,,,,,,
0.9467252,car,car,TP,,,,,,
0.93666124,car,car,TP,,,,,,
0.9123535,car,None,FP,,,,,,
0.9082204,car,car,TP,,,,,,
0.90358233,car,car,TP,,,,,,
0.9008581,car,car,TP,,,,,,
0.9952042,car,car,TP,,,,,,
0.99087244,car,car,TP,,,,,,
0.96073616,car,car,TP,,,,,,
0.9568075,car,car,TP,,,,,,
0.9488147,car,car,TP,,,,,,
0.9435914,car,car,TP,,,,,,
0.93674755,car,car,TP,,,,,,
0.87542355,car,car,TP,,,,,,
0.87225026,car,car,TP,,,,,,
0.83229095,car,car,TP,,,,,,
0.77847123,car,car,TP,,,,,,
0.56648713,car,None,FP,,,,,,
0.99404484,car,car,TP,,,,,,
0.9872206,car,car,TP,,,,,,
0.97156346,car,car,TP,,,,,,
0.9671518,car,car,TP,,,,,,
0.96121895,car,car,TP,,,,,,
0.9609788,car,car,TP,,,,,,
0.9534414,car,car,TP,,,,,,
0.9258009,car,car,TP,,,,,,
0.90459645,car,car,TP,,,,,,
0.903828,car,car,TP,,,,,,
0.85636216,car,car,TP,,,,,,
0.82051665,car,car,TP,,,,,,
0.99429506,car,car,TP,,,,,,
0.9856652,car,car,TP,,,,,,
0.98513377,car,car,TP,,,,,,
0.95219994,car,car,TP,,,,,,
0.94979453,car,car,TP,,,,,,
0.9418164,car,car,TP,,,,,,
0.9299485,car,car,TP,,,,,,
0.90270615,car,car,TP,,,,,,
0.8824912,car,car,TP,,,,,,
0.8808882,car,car,TP,,,,,,
0.8668569,car,car,TP,,,,,,
0.9953002,car,car,TP,,,,,,
0.97738284,car,car,TP,,,,,,
0.95917886,car,car,TP,,,,,,
0.95541745,car,car,TP,,,,,,
0.95426935,car,car,TP,,,,,,
0.95164716,car,car,TP,,,,,,
0.920489,car,car,TP,,,,,,
0.8928408,car,car,TP,,,,,,
0.8905202,car,car,TP,,,,,,
0.7700883,car,car,TP,,,,,,
0.75496286,car,car,TP,,,,,,
0.99168676,car,car,TP,,,,,,
0.98649466,car,car,TP,,,,,,
0.98532665,car,car,TP,,,,,,
0.9559605,car,car,TP,,,,,,
0.95098454,car,car,TP,,,,,,
0.9494023,car,car,TP,,,,,,
0.94306093,car,car,TP,,,,,,
0.9424286,car,car,TP,,,,,,
0.93734837,car,car,TP,,,,,,
0.90825295,car,car,TP,,,,,,
0.9050187,car,car,TP,,,,,,
0.88281053,car,car,TP,,,,,,
0.8268001,car,None,FP,,,,,,
0.7922336,car,None,FP,,,,,,
0.98865426,car,car,TP,,,,,,
0.9876193,car,car,TP,,,,,,
0.9564787,car,car,TP,,,,,,
0.9559637,car,car,TP,,,,,,
0.9536485,car,car,TP,,,,,,
0.95147014,car,car,TP,,,,,,
0.9479312,car,car,TP,,,,,,
0.94550955,car,car,TP,,,,,,
0.9377475,car,car,TP,,,,,,
0.908803,car,car,TP,,,,,,
0.80625814,car,car,TP,,,,,,
0.98736435,car,car,TP,,,,,,
0.9865607,car,car,TP,,,,,,
0.9824294,car,car,TP,,,,,,
0.97623956,car,car,TP,,,,,,
0.975967,car,car,TP,,,,,,
0.97059256,car,car,TP,,,,,,
0.959694,car,car,TP,,,,,,
0.92852986,car,None,FP,,,,,,
0.8815882,car,car,TP,,,,,,
0.8786195,car,car,TP,,,,,,
0.8532425,car,car,TP,,,,,,
0.78039676,car,car,TP,,,,,,
0.70696086,car,car,TP,,,,,,
0.99194825,car,car,TP,,,,,,
0.98080975,car,car,TP,,,,,,
0.9787839,car,car,TP,,,,,,
0.9641957,car,car,TP,,,,,,
0.9628857,car,car,TP,,,,,,
0.96246564,car,car,TP,,,,,,
0.9591311,car,car,TP,,,,,,
0.92958033,car,car,TP,,,,,,
0.9158964,car,car,TP,,,,,,
0.77930224,car,car,TP,,,,,,
0.59482986,car,car,TP,,,,,,
0.5918351,car,None,FP,,,,,,
0.99298346,car,car,TP,,,,,,
0.97981274,car,car,TP,,,,,,
0.971411,car,car,TP,,,,,,
0.9700688,car,car,TP,,,,,,
0.9666705,car,car,TP,,,,,,
0.96581775,car,car,TP,,,,,,
0.9617112,car,car,TP,,,,,,
0.91818905,car,car,TP,,,,,,
0.8540367,car,car,TP,,,,,,
0.7597272,car,None,FP,,,,,,
0.61014366,car,car,TP,,,,,,
0.50369173,car,None,FP,,,,,,
0.986949,car,car,TP,,,,,,
0.9836584,car,car,TP,,,,,,
0.97433454,car,car,TP,,,,,,
0.9674568,car,car,TP,,,,,,
0.96657306,car,car,TP,,,,,,
0.9630997,car,car,TP,,,,,,
0.919838,car,car,TP,,,,,,
0.91270006,car,car,TP,,,,,,
0.91223866,car,car,TP,,,,,,
0.9072543,car,car,TP,,,,,,
0.77584267,car,car,TP,,,,,,
0.99044,car,car,TP,,,,,,
0.9815973,car,car,TP,,,,,,
0.97392637,car,car,TP,,,,,,
0.9732876,car,car,TP,,,,,,
0.968701,car,car,TP,,,,,,
0.9497944,car,car,TP,,,,,,
0.9360425,car,car,TP,,,,,,
0.9312126,car,car,TP,,,,,,
0.912276,car,car,TP,,,,,,
0.86795974,car,car,TP,,,,,,
0.8207228,car,car,TP,,,,,,
0.7882571,car,car,TP,,,,,,
0.76326877,car,None,FP,,,,,,
0.9889892,car,car,TP,,,,,,
0.9870935,car,car,TP,,,,,,
0.985137,car,car,TP,,,,,,
0.98345906,car,car,TP,,,,,,
0.9802461,car,car,TP,,,,,,
0.9686105,car,car,TP,,,,,,
0.96049225,car,car,TP,,,,,,
0.9546708,car,car,TP,,,,,,
0.9467753,car,None,FP,,,,,,
0.9261055,car,car,TP,,,,,,
0.86872786,car,car,TP,,,,,,
0.8228877,car,car,TP,,,,,,
0.98991174,car,car,TP,,,,,,
0.98772323,car,car,TP,,,,,,
0.97975093,car,car,TP,,,,,,
0.9770546,car,car,TP,,,,,,
0.9723884,car,car,TP,,,,,,
0.97039986,car,car,TP,,,,,,
0.92643106,car,car,TP,,,,,,
0.9089947,car,car,TP,,,,,,
0.88889605,car,car,TP,,,,,,
0.8753452,car,car,TP,,,,,,
0.8317416,car,car,TP,,,,,,
0.74614024,car,None,FP,,,,,,
0.9922525,car,car,TP,,,,,,
0.99096686,car,car,TP,,,,,,
0.9790012,car,car,TP,,,,,,
0.97289985,car,car,TP,,,,,,
0.9369822,car,car,TP,,,,,,
0.92813903,car,car,TP,,,,,,
0.91227245,car,car,TP,,,,,,
0.90268254,car,car,TP,,,,,,
0.8634674,car,car,TP,,,,,,
0.80282485,car,car,TP,,,,,,
0.73968947,car,car,TP,,,,,,
0.6942825,car,None,FP,,,,,,
0.65529984,car,car,TP,,,,,,
0.99566156,car,car,TP,,,,,,
0.9835933,car,car,TP,,,,,,
0.96010494,car,None,FP,,,,,,
0.95924973,car,None,FP,,,,,,
0.92704624,car,car,TP,,,,,,
0.9263471,car,car,TP,,,,,,
0.89028007,car,None,FP,,,,,,
0.77664685,car,None,FP,,,,,,
0.757944,car,None,FP,,,,,,
0.6948341,car,car,TP,,,,,,
0.5897812,car,car,TP,,,,,,
0.56713957,car,None,FP,,,,,,
0.99131763,car,car,TP,,,,,,
0.9716921,car,car,TP,,,,,,
0.9517785,car,None,FP,,,,,,
0.94159347,car,None,FP,,,,,,
0.9351339,car,None,FP,,,,,,
0.92502236,car,None,FP,,,,,,
0.905049,car,car,TP,,,,,,
0.9003616,car,None,FP,,,,,,
0.8951363,car,None,FP,,,,,,
0.82405275,car,car,TP,,,,,,
0.73638695,car,car,TP,,,,,,
0.7084914,car,None,FP,,,,,,
0.5805684,car,None,FP,,,,,,
0.9927047,car,car,TP,,,,,,
0.9873354,car,car,TP,,,,,,
0.9707875,car,None,FP,,,,,,
0.9642546,car,None,FP,,,,,,
0.9539628,car,None,FP,,,,,,
0.93381983,car,None,FP,,,,,,
0.93092406,car,None,FP,,,,,,
0.92379904,car,car,TP,,,,,,
0.91837853,car,car,TP,,,,,,
0.91647905,car,None,FP,,,,,,
0.79011935,car,car,TP,,,,,,
0.65780467,car,None,FP,,,,,,
0.9929971,car,car,TP,,,,,,
0.9766351,car,None,FP,,,,,,
0.9765465,car,car,TP,,,,,,
0.97288495,car,None,FP,,,,,,
0.9602797,car,None,FP,,,,,,
0.9553308,car,car,TP,,,,,,
0.93019724,car,None,FP,,,,,,
0.8132125,car,None,FP,,,,,,
0.78676677,car,car,TP,,,,,,
0.7671676,car,None,FP,,,,,,
0.5433638,car,car,TP,,,,,,
0.9971943,car,car,TP,,,,,,
0.9838509,car,car,TP,,,,,,
0.97799927,car,car,TP,,,,,,
0.9774755,car,car,TP,,,,,,
0.9699449,car,car,TP,,,,,,
0.9671805,car,car,TP,,,,,,
0.96563554,car,car,TP,,,,,,
0.9508293,car,car,TP,,,,,,
0.931831,car,car,TP,,,,,,
0.927145,car,car,TP,,,,,,
0.86882347,car,car,TP,,,,,,
0.8519402,car,None,FP,,,,,,
0.66664815,car,car,TP,,,,,,
0.989702,car,car,TP,,,,,,
0.9833816,car,car,TP,,,,,,
0.9751796,car,car,TP,,,,,,
0.9730777,car,car,TP,,,,,,
0.97059053,car,car,TP,,,,,,
0.96642035,car,car,TP,,,,,,
0.94526845,car,None,FP,,,,,,
0.94272274,car,car,TP,,,,,,
0.9295709,car,car,TP,,,,,,
0.9119768,car,car,TP,,,,,,
0.91179216,car,car,TP,,,,,,
0.780215,car,car,TP,,,,,,
0.62186813,car,car,TP,,,,,,
0.99266833,car,car,TP,,,,,,
0.9852749,car,car,TP,,,,,,
0.9802525,car,car,TP,,,,,,
0.9788841,car,car,TP,,,,,,
0.96804875,car,car,TP,,,,,,
0.9618046,car,car,TP,,,,,,
0.9438112,car,car,TP,,,,,,
0.8547325,car,car,TP,,,,,,
0.8531806,car,None,FP,,,,,,
0.815374,car,car,TP,,,,,,
0.7171196,car,car,TP,,,,,,
0.715438,car,car,TP,,,,,,
